uc009vfm.1	ENSMUST00000163671
uc008nqp.2	ENSMUST00000045503
uc008nqq.2	ENSMUST00000029183
uc008nqr.2	ENSMUST00000151801
uc008nqs.1	ENSMUST00000146797
uc008nqt.1	ENSMUST00000029186
uc008nqu.1	ENSMUST00000109478
uc008nqx.1	ENSMUST00000133262
uc008nqy.1	ENSMUST00000109468
uc008nrc.1	ENSMUST00000173335
uc008nqz.1	ENSMUST00000151590
uc008nrb.1	ENSMUST00000017077
uc008nrd.1	ENSMUST00000109462
uc008nra.1	ENSMUST00000103115
uc008nrh.2	ENSMUST00000109456
uc008nrj.2	ENSMUST00000040872
uc008nri.2	ENSMUST00000040872
uc008nsa.1	ENSMUST00000151688
uc008nsb.1	ENSMUST00000145985
uc012cio.1	ENSMUST00000145985
uc008nsc.2	ENSMUST00000130411
uc012cip.1	ENSMUST00000137108
uc008nse.1	ENSMUST00000124264
uc008nsd.1	ENSMUST00000035751
uc008nsg.2	ENSMUST00000018012
uc008nsf.1	ENSMUST00000117123
uc008nsh.1	ENSMUST00000018012
uc008nsi.1	ENSMUST00000018002
uc008nsj.1	ENSMUST00000018002
uc008nsk.1	ENSMUST00000018002
uc008nsl.1	ENSMUST00000018005
uc008nsn.1	ENSMUST00000144092
uc008nso.1	ENSMUST00000165937
uc012ciq.1	ENSMUST00000109420
uc008nst.2	ENSMUST00000109420
uc008nsu.2	ENSMUST00000109420
uc012cir.1	ENSMUST00000065731
uc008nsw.2	ENSMUST00000109416
uc012cis.1	ENSMUST00000166342
uc008nsz.2	ENSMUST00000166342
uc008nta.2	ENSMUST00000018094
uc012cit.1	ENSMUST00000051130
uc012ciu.1	ENSMUST00000051130
uc008ntb.1	ENSMUST00000109411
uc008ntc.1	ENSMUST00000144729
uc008ntd.1	ENSMUST00000171696
uc008nte.1	ENSMUST00000171696
uc008ntf.1	ENSMUST00000171696
uc012civ.1	ENSMUST00000076667
uc008nti.2	ENSMUST00000064703
uc008ntj.2	ENSMUST00000064703
uc008nth.2	ENSMUST00000164399
uc012ciw.1	ENSMUST00000064703
uc008ntk.1	ENSMUST00000109400
uc008ntm.2	ENSMUST00000029188
uc008ntn.1	ENSMUST00000044798
uc008ntp.1	ENSMUST00000018470
uc012cix.1	ENSMUST00000067715
uc008ntq.2	ENSMUST00000126272
uc008ntt.1	ENSMUST00000018353
uc008ntu.1	ENSMUST00000088291
uc008nuf.2	ENSMUST00000109370
uc008nug.2	ENSMUST00000109370
uc008nuh.1	ENSMUST00000017144
uc008nui.1	ENSMUST00000017148
uc008nuo.1	ENSMUST00000109356
uc008nup.1	ENSMUST00000017151
uc008nur.1	ENSMUST00000125086
uc008nut.1	ENSMUST00000125086
uc008nus.1	ENSMUST00000138268
uc008nuu.1	ENSMUST00000125086
uc008nux.1	ENSMUST00000149287
uc008nuw.1	ENSMUST00000109349
uc008nuy.1	ENSMUST00000109349
uc008nuz.1	ENSMUST00000109349
uc008nva.1	ENSMUST00000109349
uc008nvb.1	ENSMUST00000138038
uc008nvc.1	ENSMUST00000103101
uc012cja.1	ENSMUST00000152522
uc008nvd.1	ENSMUST00000151754
uc008nve.1	ENSMUST00000017867
uc008nvl.2	ENSMUST00000163351
uc008nvo.1	ENSMUST00000094344
uc008nvq.1	ENSMUST00000088260
uc008nvr.1	ENSMUST00000017454
uc008nvs.1	ENSMUST00000103097
uc008nvw.1	ENSMUST00000109326
uc008nvx.1	ENSMUST00000017443
uc008nvy.1	ENSMUST00000088248
uc012cjd.1	ENSMUST00000088248
uc008nwb.1	ENSMUST00000152471
uc008nwa.1	ENSMUST00000056181
uc008nwc.1	ENSMUST00000056181
uc008nwd.1	ENSMUST00000173945
uc008nwh.1	ENSMUST00000052107
uc008nwi.1	ENSMUST00000017908
uc008nwl.1	ENSMUST00000017904
uc008nwm.1	ENSMUST00000017904
uc008nwq.1	ENSMUST00000145327
uc008nwp.1	ENSMUST00000041643
uc008nws.1	ENSMUST00000129364
uc008nwt.1	ENSMUST00000017881
uc008nwu.2	ENSMUST00000017884
uc012cjf.1	ENSMUST00000171274
uc008nwx.1	ENSMUST00000073707
uc008nwy.1	ENSMUST00000017799
uc008nwz.1	ENSMUST00000017799
uc008nxb.1	ENSMUST00000017799
uc008nxv.1	ENSMUST00000029196
uc008nxw.1	ENSMUST00000063433
uc008nxx.1	ENSMUST00000063433
uc008nxy.1	ENSMUST00000063433
uc008nxz.1	ENSMUST00000063433
uc008nyi.2	ENSMUST00000088095
uc008nyj.2	ENSMUST00000099082
uc012cjj.1	ENSMUST00000152987
uc012cjk.1	ENSMUST00000127920
uc008nyp.1	ENSMUST00000167469
uc008nyq.1	ENSMUST00000151826
uc008nyr.2	ENSMUST00000099078
uc008nyt.1	ENSMUST00000145819
uc008nys.2	ENSMUST00000002790
uc012cjl.1	ENSMUST00000002790
uc008nza.1	ENSMUST00000150571
uc008nzb.1	ENSMUST00000018143
uc012cjm.1	ENSMUST00000104510
uc008nzf.1	ENSMUST00000125674
uc008nzj.1	ENSMUST00000147446
uc008nzk.1	ENSMUST00000147446
uc008nzn.1	ENSMUST00000124139
uc008nzo.1	ENSMUST00000135353
uc012cjn.1	ENSMUST00000131956
uc008nzp.1	ENSMUST00000047815
uc008nzq.1	ENSMUST00000073873
uc008nzr.1	ENSMUST00000148454
uc012cjo.1	ENSMUST00000139673
uc008nzv.1	ENSMUST00000109214
uc008nzw.1	ENSMUST00000078050
uc008nzx.1	ENSMUST00000078050
uc008nzy.1	ENSMUST00000052631
uc008nzz.1	ENSMUST00000127006
uc008oaf.1	ENSMUST00000070642
uc008oag.1	ENSMUST00000130679
uc008oah.2	ENSMUST00000130679
uc008oaj.1	ENSMUST00000029053
uc008oak.1	ENSMUST00000126839
uc012cjq.1	ENSMUST00000029053
uc008oan.1	ENSMUST00000142374
uc008oao.2	ENSMUST00000052125
uc012cjs.1	ENSMUST00000099071
uc008obi.1	ENSMUST00000145105
uc008obn.1	ENSMUST00000140241
uc008obq.1	ENSMUST00000099062
uc008obo.2	ENSMUST00000109157
uc008obp.2	ENSMUST00000109159
uc008obs.1	ENSMUST00000099062
uc008obr.1	ENSMUST00000123300
uc008obt.1	ENSMUST00000123300
uc008occ.2	ENSMUST00000075087
uc008ocd.2	ENSMUST00000063682
uc008oce.2	ENSMUST00000063682
uc008ocg.2	ENSMUST00000029075
uc012ckm.1	ENSMUST00000029075
uc008och.1	ENSMUST00000146542
uc008ocl.1	ENSMUST00000038532
uc012ckn.1	ENSMUST00000028995
uc008ocp.1	ENSMUST00000116375
uc008ocq.1	ENSMUST00000116375
uc008ocr.1	ENSMUST00000099061
uc008ocs.1	ENSMUST00000103073
uc008oct.1	ENSMUST00000103073
uc008ocu.1	ENSMUST00000103073
uc008ocv.1	ENSMUST00000109132
uc008ocw.1	ENSMUST00000029005
uc008ocy.2	ENSMUST00000029007
uc008ocz.2	ENSMUST00000030391
uc008oda.2	ENSMUST00000170744
uc008odd.1	ENSMUST00000050442
uc008ode.1	ENSMUST00000050442
uc008odf.1	ENSMUST00000109126
uc012ckq.1	ENSMUST00000050442
uc008odg.1	ENSMUST00000029013
uc012ckr.1	ENSMUST00000029013
uc008odh.1	ENSMUST00000173393
uc008odj.1	ENSMUST00000144256
uc008odk.1	ENSMUST00000142207
uc008odl.1	ENSMUST00000151269
uc008odm.1	ENSMUST00000136885
uc008odn.1	ENSMUST00000029017
uc008odr.1	ENSMUST00000150185
uc008odt.2	ENSMUST00000029023
uc008oed.1	ENSMUST00000029024
uc008oee.1	ENSMUST00000142820
uc008oef.1	ENSMUST00000142820
uc008oeg.1	ENSMUST00000029024
uc008oeh.2	ENSMUST00000073081
uc008oei.1	ENSMUST00000067530
uc012ckt.1	ENSMUST00000067530
uc008oej.1	ENSMUST00000087908
uc008oel.1	ENSMUST00000087908
uc008oek.1	ENSMUST00000087908
uc008oem.1	ENSMUST00000087908
uc008oen.1	ENSMUST00000087908
uc008oeo.2	ENSMUST00000044415
uc008oeq.1	ENSMUST00000109095
uc008oet.1	ENSMUST00000087877
uc008oex.1	ENSMUST00000149016
uc008ofb.1	ENSMUST00000148640
uc008oer.1	ENSMUST00000109096
uc008oes.1	ENSMUST00000109096
uc008oeu.1	ENSMUST00000069396
uc008oev.1	ENSMUST00000087876
uc008oew.1	ENSMUST00000069396
uc008oey.1	ENSMUST00000087871
uc008oez.1	ENSMUST00000087871
uc008ofa.1	ENSMUST00000087871
uc008ofc.1	ENSMUST00000109075
uc012ckx.1	ENSMUST00000016397
uc008ofe.1	ENSMUST00000016399
uc008ofh.1	ENSMUST00000059452
uc008ofi.1	ENSMUST00000029030
uc009vce.1	ENSMUST00000109051
uc008ofo.2	ENSMUST00000109051
uc008ofp.2	ENSMUST00000131676
uc012cla.1	ENSMUST00000109047
uc012clb.1	ENSMUST00000109048
uc008oft.1	ENSMUST00000143490
uc008ofx.1	ENSMUST00000129524
uc008ofy.1	ENSMUST00000129524
uc008ofz.1	ENSMUST00000125857
uc008oga.1	ENSMUST00000130571
uc008ogb.1	ENSMUST00000132662
uc012cld.1	ENSMUST00000095808
uc008ogf.2	ENSMUST00000123991
uc008ogc.1	ENSMUST00000130388
uc008ogh.1	ENSMUST00000135610
uc008ogg.2	ENSMUST00000109011
uc008ogl.1	ENSMUST00000109001
uc008ogi.1	ENSMUST00000109007
uc008ogo.1	ENSMUST00000122097
uc008ogr.1	ENSMUST00000121956
uc008ogs.2	ENSMUST00000108981
uc008ogt.1	ENSMUST00000118012
uc012clm.1	ENSMUST00000122097
uc009vcg.1	ENSMUST00000121956
uc008ogv.1	ENSMUST00000108975
uc008ogw.1	ENSMUST00000156844
uc008ogx.1	ENSMUST00000170565
uc008oha.2	ENSMUST00000109049
uc008ohb.1	ENSMUST00000109000
uc008ohd.1	ENSMUST00000108935
uc008ohe.1	ENSMUST00000108935
uc008ohh.2	ENSMUST00000108925
uc012clq.1	ENSMUST00000108926
uc012cls.1	ENSMUST00000108917
uc008ohj.2	ENSMUST00000108917
uc008ohk.2	ENSMUST00000108917
uc008ohl.2	ENSMUST00000108917
uc008ohm.2	ENSMUST00000108917
uc008ohq.1	ENSMUST00000094251
uc008ohr.1	ENSMUST00000042092
uc008ohs.1	ENSMUST00000042092
uc008oht.1	ENSMUST00000041998
uc008ohu.2	ENSMUST00000108911
uc008ohv.2	ENSMUST00000000314
uc008ohx.1	ENSMUST00000150145
uc008ohy.1	ENSMUST00000055485
uc008ohz.1	ENSMUST00000058764
uc008oia.1	ENSMUST00000055485
uc008oic.2	ENSMUST00000041126
uc008oid.1	ENSMUST00000140445
uc008oie.1	ENSMUST00000140445
uc008oif.1	ENSMUST00000140445
uc008oig.1	ENSMUST00000140445
uc008oih.1	ENSMUST00000140445
uc012clv.1	ENSMUST00000147264
uc012clw.1	ENSMUST00000108901
uc008oii.1	ENSMUST00000087563
uc008oik.1	ENSMUST00000142376
uc008oil.1	ENSMUST00000040668
uc008oim.1	ENSMUST00000040668
uc008oin.1	ENSMUST00000061437
uc008oio.1	ENSMUST00000061437
uc012cly.1	ENSMUST00000175086
uc008oiq.1	ENSMUST00000148629
uc008oir.1	ENSMUST00000059080
uc008ois.1	ENSMUST00000059080
uc012cmb.1	ENSMUST00000093635
uc012cmc.1	ENSMUST00000083526
uc008oja.1	ENSMUST00000093635
uc008ojc.1	ENSMUST00000038259
uc008ojd.1	ENSMUST00000139902
uc008oje.1	ENSMUST00000038225
uc008ojf.1	ENSMUST00000128367
uc012cmd.1	ENSMUST00000029084
uc008ojg.1	ENSMUST00000029084
uc008ojh.1	ENSMUST00000169630
uc008oji.1	ENSMUST00000169630
uc008ojk.2	ENSMUST00000029087
uc008ojj.2	ENSMUST00000029087
uc008ojm.1	ENSMUST00000129090
uc008ojl.1	ENSMUST00000103059
uc008ojy.1	ENSMUST00000029090
uc008ojz.1	ENSMUST00000078687
uc008oka.1	ENSMUST00000094218
uc012cme.1	ENSMUST00000094218
uc012cmf.1	ENSMUST00000083520
uc008oke.2	ENSMUST00000108875
uc008oki.1	ENSMUST00000154616
uc008okj.2	ENSMUST00000029092
uc008okl.2	ENSMUST00000029092
uc008okn.2	ENSMUST00000029092
uc008okk.2	ENSMUST00000029092
uc008okm.2	ENSMUST00000029092
uc008oko.2	ENSMUST00000108859
uc012cmh.1	ENSMUST00000094214
uc008okp.2	ENSMUST00000108856
uc012cmi.1	ENSMUST00000080705
uc008oli.1	ENSMUST00000016488
uc008olj.1	ENSMUST00000108841
uc008olm.1	ENSMUST00000050026
uc008olu.2	ENSMUST00000146273
uc008olw.2	ENSMUST00000054622
uc008olv.2	ENSMUST00000054622
uc012cmk.1	ENSMUST00000098971
uc008olx.2	ENSMUST00000098971
uc012cml.1	ENSMUST00000054622
uc012cmm.1	ENSMUST00000108815
uc012cmn.1	ENSMUST00000054622
uc008omb.1	ENSMUST00000116366
uc008omc.1	ENSMUST00000116366
uc008omd.1	ENSMUST00000131284
uc008ome.1	ENSMUST00000116366
uc008omf.1	ENSMUST00000127559
uc008omj.2	ENSMUST00000069649
uc008omk.1	ENSMUST00000108802
uc008oml.1	ENSMUST00000149163
uc008omm.1	ENSMUST00000000844
uc008omn.1	ENSMUST00000149163
uc008omo.1	ENSMUST00000108800
uc008omp.1	ENSMUST00000072334
uc008omq.1	ENSMUST00000116365
uc008omr.1	ENSMUST00000072334
uc012cmr.1	ENSMUST00000122831
uc008omu.1	ENSMUST00000152365
uc008omy.1	ENSMUST00000139955
uc008omz.1	ENSMUST00000002529
uc012cmu.1	ENSMUST00000103042
uc008onb.1	ENSMUST00000103042
uc008onq.1	ENSMUST00000108766
uc008ono.1	ENSMUST00000108768
uc008onp.1	ENSMUST00000108764
uc008oni.1	ENSMUST00000108765
uc008onj.1	ENSMUST00000108765
uc008onk.1	ENSMUST00000071585
uc008onl.1	ENSMUST00000108765
uc008onm.1	ENSMUST00000108765
uc008onn.1	ENSMUST00000137820
uc012cmv.1	ENSMUST00000108765
uc008onr.2	ENSMUST00000081125
uc008ons.2	ENSMUST00000108756
uc012cmw.1	ENSMUST00000108756
uc008ont.2	ENSMUST00000130079
uc012cmx.1	ENSMUST00000081125
uc008onu.1	ENSMUST00000029116
uc008onv.1	ENSMUST00000029116
uc008onw.1	ENSMUST00000039551
uc008ids.2	ENSMUST00000062672
uc008idu.1	ENSMUST00000027955
uc008idv.1	ENSMUST00000027955
uc008idw.1	ENSMUST00000115083
uc008idx.1	ENSMUST00000064685
uc008ied.2	ENSMUST00000027956
uc008iee.2	ENSMUST00000027956
uc012bot.1	ENSMUST00000027956
uc008ief.1	ENSMUST00000027961
uc008ieg.1	ENSMUST00000027961
uc008ieh.1	ENSMUST00000056700
uc008iei.1	ENSMUST00000056700
uc008iem.1	ENSMUST00000155091
uc008iep.1	ENSMUST00000133873
uc008iew.1	ENSMUST00000151994
uc008iex.1	ENSMUST00000035721
uc008ifg.2	ENSMUST00000125349
uc008ifh.2	ENSMUST00000150091
uc008ifj.1	ENSMUST00000125201
uc008ifi.2	ENSMUST00000027980
uc008ifk.2	ENSMUST00000125851
uc008ifl.1	ENSMUST00000125203
uc008ifm.1	ENSMUST00000114996
uc008ifn.1	ENSMUST00000114996
uc008ifp.1	ENSMUST00000044009
uc008ifq.1	ENSMUST00000044009
uc012box.1	ENSMUST00000044009
uc008ifr.1	ENSMUST00000044009
uc008ifs.1	ENSMUST00000155927
uc008ift.1	ENSMUST00000043864
uc008ifu.1	ENSMUST00000128467
uc008ifw.1	ENSMUST00000071016
uc008ify.1	ENSMUST00000026925
uc008ifx.1	ENSMUST00000102981
uc012boy.1	ENSMUST00000102981
uc008ifz.1	ENSMUST00000102981
uc008igb.1	ENSMUST00000169865
uc008iga.1	ENSMUST00000169865
uc008ige.2	ENSMUST00000114942
uc008igf.2	ENSMUST00000054254
uc008igg.2	ENSMUST00000126551
uc008igi.1	ENSMUST00000042658
uc008ign.1	ENSMUST00000100429
uc008igw.1	ENSMUST00000114927
uc008igq.2	ENSMUST00000114924
uc008igy.1	ENSMUST00000114927
uc008igr.2	ENSMUST00000114924
uc012bpa.1	ENSMUST00000114924
uc008igo.1	ENSMUST00000170438
uc008igx.1	ENSMUST00000126742
uc012bpb.1	ENSMUST00000137733
uc008igs.2	ENSMUST00000114924
uc008igt.2	ENSMUST00000114924
uc008igu.2	ENSMUST00000114924
uc008igv.2	ENSMUST00000114924
uc008igp.1	ENSMUST00000100429
uc008ihc.1	ENSMUST00000128180
uc008ihf.1	ENSMUST00000102976
uc008ihe.1	ENSMUST00000102976
uc008ihg.1	ENSMUST00000102976
uc008ihi.1	ENSMUST00000125091
uc008ihk.2	ENSMUST00000026888
uc008ihl.2	ENSMUST00000026888
uc008ihn.2	ENSMUST00000114896
uc008ihm.2	ENSMUST00000114897
uc008ihq.2	ENSMUST00000159437
uc008ihs.1	ENSMUST00000137351
uc008iii.1	ENSMUST00000139317
uc008iik.2	ENSMUST00000028114
uc008iij.2	ENSMUST00000028114
uc008iig.2	ENSMUST00000028114
uc008iil.2	ENSMUST00000028114
uc008iif.2	ENSMUST00000028114
uc008iie.2	ENSMUST00000028114
uc008iim.2	ENSMUST00000028114
uc008iin.2	ENSMUST00000049849
uc008iih.2	ENSMUST00000114846
uc008iio.1	ENSMUST00000040314
uc008ijf.1	ENSMUST00000126543
uc008ije.1	ENSMUST00000123717
uc008ijc.1	ENSMUST00000071564
uc012bqu.1	ENSMUST00000071564
uc008ijd.1	ENSMUST00000071564
uc008ijk.1	ENSMUST00000028106
uc012bqw.1	ENSMUST00000028106
uc008ijl.1	ENSMUST00000141477
uc008ijn.1	ENSMUST00000028105
uc008ijo.1	ENSMUST00000028105
uc008ijp.1	ENSMUST00000028105
uc008ijq.1	ENSMUST00000028105
uc008ijr.1	ENSMUST00000028105
uc008ijs.1	ENSMUST00000130097
uc008ijv.1	ENSMUST00000061545
uc008ijw.1	ENSMUST00000028059
uc008ijx.1	ENSMUST00000161912
uc008ijy.1	ENSMUST00000162223
uc008ijz.1	ENSMUST00000091436
uc008ika.2	ENSMUST00000124488
uc008ikc.1	ENSMUST00000003509
uc012bqy.1	ENSMUST00000131730
uc008ikd.1	ENSMUST00000114753
uc008ike.1	ENSMUST00000114753
uc008ikf.1	ENSMUST00000152524
uc008ikq.1	ENSMUST00000143458
uc008ikt.2	ENSMUST00000028034
uc008ikw.2	ENSMUST00000114713
uc008ikv.2	ENSMUST00000028034
uc008iku.2	ENSMUST00000028034
uc008ilb.1	ENSMUST00000150194
uc008ilc.1	ENSMUST00000127912
uc008ild.1	ENSMUST00000124270
uc008ilg.1	ENSMUST00000124270
uc008ilh.1	ENSMUST00000145545
uc008ile.1	ENSMUST00000131957
uc008ilf.1	ENSMUST00000132418
uc008ila.1	ENSMUST00000028080
uc008ili.1	ENSMUST00000105001
uc008ilj.2	ENSMUST00000066163
uc012brc.1	ENSMUST00000066163
uc008ill.1	ENSMUST00000091420
uc008ilt.2	ENSMUST00000091418
uc008ilu.2	ENSMUST00000166495
uc008ilv.2	ENSMUST00000166495
uc012brd.1	ENSMUST00000166495
uc008ilw.2	ENSMUST00000153055
uc008imb.1	ENSMUST00000006912
uc008img.1	ENSMUST00000122978
uc012bri.1	ENSMUST00000028067
uc008imi.1	ENSMUST00000062060
uc008imx.1	ENSMUST00000114592
uc012brl.1	ENSMUST00000154230
uc008imz.1	ENSMUST00000154230
uc008ina.1	ENSMUST00000027992
uc008inr.1	ENSMUST00000126112
uc008ins.1	ENSMUST00000140164
uc008int.1	ENSMUST00000140164
uc008inu.1	ENSMUST00000140164
uc008inv.1	ENSMUST00000140164
uc008inw.1	ENSMUST00000140164
uc008ioc.1	ENSMUST00000136207
uc008iob.2	ENSMUST00000028119
uc008ioi.2	ENSMUST00000132484
uc008ioj.2	ENSMUST00000132484
uc008ioh.2	ENSMUST00000132484
uc008iok.1	ENSMUST00000051416
uc008iol.1	ENSMUST00000080453
uc008iom.1	ENSMUST00000080453
uc012bro.1	ENSMUST00000080453
uc008ipb.1	ENSMUST00000028355
uc008ipd.1	ENSMUST00000070864
uc012brq.1	ENSMUST00000041342
uc008ipe.1	ENSMUST00000102939
uc008ipf.1	ENSMUST00000070864
uc008ipg.2	ENSMUST00000102938
uc008ipj.2	ENSMUST00000102938
uc008ipi.2	ENSMUST00000102938
uc012brr.1	ENSMUST00000102938
uc008iph.2	ENSMUST00000102938
uc008ipk.2	ENSMUST00000139000
uc008ipl.2	ENSMUST00000114418
uc008ipm.2	ENSMUST00000028349
uc008ipn.2	ENSMUST00000028349
uc008ipu.1	ENSMUST00000045604
uc008iqi.2	ENSMUST00000044018
uc008iqh.2	ENSMUST00000044018
uc008iqj.1	ENSMUST00000131147
uc008iql.2	ENSMUST00000081869
uc008iqn.2	ENSMUST00000128876
uc008iqm.2	ENSMUST00000059849
uc008iqo.2	ENSMUST00000155706
uc008iqp.2	ENSMUST00000043774
uc008iqq.2	ENSMUST00000124661
uc008iqs.2	ENSMUST00000043584
uc008iqt.2	ENSMUST00000006638
uc008iqu.1	ENSMUST00000091318
uc008iqv.2	ENSMUST00000043379
uc008iqx.1	ENSMUST00000162680
uc008iqw.1	ENSMUST00000100329
uc012brw.1	ENSMUST00000100329
uc008iqy.1	ENSMUST00000147866
uc008irb.1	ENSMUST00000133697
uc008irc.1	ENSMUST00000028342
uc008irh.2	ENSMUST00000114312
uc008iri.2	ENSMUST00000114312
uc008irk.2	ENSMUST00000028335
uc008irl.2	ENSMUST00000155627
uc008irm.2	ENSMUST00000144402
uc008irn.1	ENSMUST00000114304
uc008irq.1	ENSMUST00000028332
uc008irr.1	ENSMUST00000102925
uc008irs.1	ENSMUST00000102925
uc008ise.1	ENSMUST00000114261
uc008isf.1	ENSMUST00000015234
uc008isg.1	ENSMUST00000114245
uc008ish.1	ENSMUST00000028312
uc008isi.1	ENSMUST00000040042
uc008isl.1	ENSMUST00000028311
uc008ism.1	ENSMUST00000028311
uc008iso.1	ENSMUST00000095117
uc008isp.1	ENSMUST00000039156
uc008isq.1	ENSMUST00000114217
uc008iss.1	ENSMUST00000150206
uc008isr.1	ENSMUST00000058137
uc008ist.1	ENSMUST00000058137
uc008isu.1	ENSMUST00000140635
uc012bsc.1	ENSMUST00000028309
uc008isv.2	ENSMUST00000129520
uc008isy.2	ENSMUST00000142087
uc008isx.2	ENSMUST00000150165
uc008isz.1	ENSMUST00000028307
uc012bsd.1	ENSMUST00000028307
uc012bsf.1	ENSMUST00000137661
uc008itl.1	ENSMUST00000038010
uc008itn.1	ENSMUST00000076989
uc008itt.1	ENSMUST00000143977
uc008itu.1	ENSMUST00000143977
uc008itw.2	ENSMUST00000114167
uc008itv.1	ENSMUST00000061377
uc008itx.1	ENSMUST00000091268
uc008ity.2	ENSMUST00000036509
uc008iua.1	ENSMUST00000136750
uc008itz.2	ENSMUST00000036509
uc008iub.1	ENSMUST00000114159
uc008iud.1	ENSMUST00000114159
uc008iuc.1	ENSMUST00000028300
uc008iue.1	ENSMUST00000133808
uc008iug.1	ENSMUST00000127035
uc008iuh.1	ENSMUST00000028302
uc008iui.1	ENSMUST00000054099
uc008iuk.1	ENSMUST00000091263
uc008iuj.1	ENSMUST00000036187
uc008iul.1	ENSMUST00000116561
uc008ium.1	ENSMUST00000057224
uc012bsk.1	ENSMUST00000028295
uc008iur.2	ENSMUST00000028295
uc008ius.2	ENSMUST00000028295
uc008iut.1	ENSMUST00000028294
uc008iuu.2	ENSMUST00000114115
uc008iuw.2	ENSMUST00000149850
uc008iuv.2	ENSMUST00000114115
uc008iux.1	ENSMUST00000132574
uc008iuy.1	ENSMUST00000057204
uc008iuz.1	ENSMUST00000057204
uc008iva.1	ENSMUST00000057204
uc008ivb.1	ENSMUST00000133737
uc008ivc.1	ENSMUST00000130954
uc008ivg.1	ENSMUST00000114090
uc008ivf.1	ENSMUST00000145701
uc008ivh.1	ENSMUST00000114082
uc008ivj.1	ENSMUST00000091252
uc008ivi.1	ENSMUST00000091252
uc008ivm.1	ENSMUST00000170199
uc008ivn.1	ENSMUST00000170199
uc012bsl.1	ENSMUST00000170199
uc008ivo.1	ENSMUST00000129506
uc008ivl.2	ENSMUST00000028288
uc008ivt.1	ENSMUST00000028286
uc008ivv.1	ENSMUST00000140386
uc008ivu.1	ENSMUST00000131940
uc012bso.1	ENSMUST00000170093
uc008ivy.2	ENSMUST00000170305
uc008iwa.1	ENSMUST00000028283
uc008iwb.1	ENSMUST00000102900
uc012bsp.1	ENSMUST00000140392
uc008iwc.1	ENSMUST00000047632
uc008iwd.1	ENSMUST00000102899
uc008iwe.1	ENSMUST00000102899
uc012bsq.1	ENSMUST00000015934
uc008iwh.2	ENSMUST00000015934
uc008iwl.2	ENSMUST00000015011
uc008iwn.1	ENSMUST00000064244
uc008iwv.1	ENSMUST00000045702
uc012bst.1	ENSMUST00000045702
uc012bsu.1	ENSMUST00000045702
uc008iww.1	ENSMUST00000145742
uc008iwx.1	ENSMUST00000045702
uc008iwy.1	ENSMUST00000045702
uc012bsv.1	ENSMUST00000163967
uc008iwz.2	ENSMUST00000009358
uc008ixc.2	ENSMUST00000151224
uc008ixf.1	ENSMUST00000091224
uc008ixg.1	ENSMUST00000102886
uc008ixh.1	ENSMUST00000056176
uc008ixi.1	ENSMUST00000149005
uc008ixq.1	ENSMUST00000138693
uc008ixm.2	ENSMUST00000028282
uc008ixl.2	ENSMUST00000113941
uc008ixn.2	ENSMUST00000077737
uc008ixp.1	ENSMUST00000154316
uc008ixv.1	ENSMUST00000028179
uc008ixw.1	ENSMUST00000117486
uc008iyf.1	ENSMUST00000086370
uc008iyr.1	ENSMUST00000028161
uc008iys.2	ENSMUST00000028157
uc012bsz.1	ENSMUST00000028157
uc008iyt.2	ENSMUST00000150929
uc008iyu.2	ENSMUST00000164290
uc012bta.1	ENSMUST00000164290
uc008iza.1	ENSMUST00000102877
uc008izb.1	ENSMUST00000102877
uc008izc.1	ENSMUST00000102877
uc008izf.2	ENSMUST00000171404
uc008ize.2	ENSMUST00000171404
uc012btc.1	ENSMUST00000171404
uc008izh.2	ENSMUST00000050776
uc012btd.1	ENSMUST00000050776
uc012bte.1	ENSMUST00000157048
uc008izj.2	ENSMUST00000113843
uc008izo.1	ENSMUST00000048455
uc008izp.1	ENSMUST00000102873
uc012btf.1	ENSMUST00000091153
uc008izq.1	ENSMUST00000155949
uc008izy.2	ENSMUST00000113807
uc008jaa.2	ENSMUST00000048044
uc012bth.1	ENSMUST00000048044
uc012btj.1	ENSMUST00000083551
uc008jau.1	ENSMUST00000113711
uc008jbd.1	ENSMUST00000081838
uc008jbe.1	ENSMUST00000102865
uc008jbf.1	ENSMUST00000044751
uc008jbg.1	ENSMUST00000113677
uc008jbh.1	ENSMUST00000154231
uc008jbl.2	ENSMUST00000142669
uc008jbn.2	ENSMUST00000044268
uc008jbm.2	ENSMUST00000044268
uc008jbp.1	ENSMUST00000113662
uc008jbq.1	ENSMUST00000113661
uc008jbo.1	ENSMUST00000148555
uc008jbr.1	ENSMUST00000113663
uc008jbs.1	ENSMUST00000044038
uc008jbt.1	ENSMUST00000063984
uc008jby.1	ENSMUST00000100219
uc008jcc.1	ENSMUST00000028214
uc008jcd.1	ENSMUST00000100215
uc008jce.1	ENSMUST00000100215
uc008jck.1	ENSMUST00000146603
uc008jcl.1	ENSMUST00000102855
uc008jcm.1	ENSMUST00000102855
uc008jco.1	ENSMUST00000065134
uc008jcq.1	ENSMUST00000131207
uc008jcr.2	ENSMUST00000050003
uc008jct.2	ENSMUST00000136883
uc008jcs.2	ENSMUST00000129484
uc008jcx.1	ENSMUST00000041726
uc008jcz.1	ENSMUST00000102852
uc008jdc.2	ENSMUST00000028200
uc008jdd.2	ENSMUST00000028205
uc008jdl.1	ENSMUST00000100208
uc008jdh.1	ENSMUST00000113559
